#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_1564_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1565_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1566_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1567_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1568_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1569_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1570_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1571_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1572_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1573_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1574_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1575_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1576_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1577_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1578_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1579_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1580_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1581_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1582_length_260_cov_0.797814	1	260	2	260	100	1.15385	30	60
NODE_1583_length_260_cov_0.737705	1	260	2	260	100	1.15385	30	60
NODE_1584_length_260_cov_0.721311	1	260	2	260	100	1.15385	30	60
NODE_1585_length_260_cov_0.704918	1	260	2	260	100	1.15385	30	60
NODE_1586_length_260_cov_0.704918	1	260	2	260	100	1.15385	30	60
NODE_1587_length_259_cov_3.208791	1	259	8	259	100	4.6332	30	60
NODE_1588_length_259_cov_2.769231	1	259	41	259	100	16.5483	30	21.2
NODE_1589_length_259_cov_2.406593	1	259	6	259	100	3.4749	30	58
NODE_1590_length_259_cov_2.406593	1	259	6	259	100	3.4749	30	60
NODE_1591_length_259_cov_2.406593	1	259	6	259	100	3.4749	30	60
NODE_1592_length_259_cov_1.604396	1	259	6	259	100	2.8417	30	43.7
NODE_1593_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1594_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1595_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1596_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1597_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1598_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1599_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1600_length_259_cov_1.604396	1	259	4	259	100	2.3166	30	60
NODE_1601_length_259_cov_1.593407	1	259	4	259	100	2.3166	30	60
NODE_1602_length_259_cov_1.587912	1	259	4	259	100	2.3166	30	60
NODE_1603_length_259_cov_1.390110	1	259	4	259	100	2.3166	30	60
NODE_1604_length_259_cov_1.379121	1	259	4	259	100	2.3166	30	60
NODE_1605_length_259_cov_1.197802	1	259	4	259	100	2.3166	30	60
NODE_1606_length_259_cov_1.065934	1	259	9	259	100	3.43629	30	31.7
NODE_1607_length_259_cov_0.802198	1	259	9	259	100	3.03861	30	31.9
NODE_1608_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1609_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1610_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1611_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1612_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1613_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1614_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1615_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1616_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1617_length_259_cov_0.802198	1	259	8	259	100	1.84556	30	15.5
NODE_1618_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1619_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1620_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1621_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1622_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1623_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1624_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1625_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1626_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1627_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1628_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1629_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1630_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1631_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1632_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1633_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1634_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1635_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1636_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1637_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1638_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1639_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1640_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1641_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1642_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1643_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1644_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1645_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1646_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1647_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1648_length_259_cov_0.802198	1	259	2	259	100	1.1583	30	60
NODE_1649_length_259_cov_0.752747	1	259	2	259	100	1.1583	30	60
NODE_1650_length_259_cov_0.741758	1	259	2	259	100	1.1583	30	60
NODE_1651_length_259_cov_0.730769	1	259	2	259	100	1.1583	30	60
NODE_1652_length_258_cov_0.719780	1	258	8	258	100	2.37597	30	27.4
NODE_1653_length_258_cov_2.419890	1	258	6	258	100	3.48837	30	60
NODE_1654_length_258_cov_2.419890	1	258	6	258	100	3.48837	30	60
NODE_1655_length_258_cov_2.419890	1	258	6	258	100	3.48837	30	60
NODE_1656_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1657_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1658_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1659_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1660_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1661_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1662_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1663_length_258_cov_1.613260	1	258	4	258	100	2.32558	30	60
NODE_1664_length_258_cov_1.270718	1	258	4	258	100	2.32558	30	60
NODE_1665_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1666_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1667_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1668_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1669_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1670_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1671_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1672_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1673_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1674_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1675_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1676_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1677_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1678_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1679_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1680_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1681_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1682_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1683_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1684_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1685_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1686_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1687_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1688_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1689_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1690_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1691_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1692_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1693_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1694_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1695_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1696_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1697_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1698_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1699_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1700_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1701_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1702_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1703_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1704_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1705_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1706_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1707_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1708_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1709_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1710_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1711_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1712_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1713_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1714_length_258_cov_0.806630	1	258	2	258	100	1.16279	30	60
NODE_1715_length_258_cov_0.756906	1	258	2	258	100	1.16279	30	60
NODE_1716_length_257_cov_2.433333	1	257	6	257	100	3.50195	30	60
NODE_1717_length_257_cov_1.622222	1	257	4	257	100	2.33463	30	60
NODE_1718_length_257_cov_1.622222	1	257	4	257	100	2.33463	30	60
NODE_1719_length_257_cov_1.622222	1	257	4	257	100	2.33463	30	60
NODE_1720_length_257_cov_1.622222	1	257	4	257	100	2.33463	30	60
NODE_1721_length_257_cov_1.622222	1	257	4	257	100	2.33463	30	60
NODE_1722_length_258_cov_1.622222	1	258	60	258	100	25.6434	30	15.2
NODE_1723_length_257_cov_1.216667	1	257	4	257	100	2.33463	30	60
NODE_1724_length_257_cov_1.166667	1	257	6	257	100	2.52918	30	58.3
NODE_1725_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1726_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1727_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1728_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1729_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1730_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1731_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1732_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1733_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1734_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1735_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1736_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1737_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1738_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1739_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1740_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1741_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1742_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1743_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1744_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1745_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1746_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1747_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1748_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1749_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1750_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1751_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1752_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1753_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1754_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1755_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1756_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1757_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1758_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1759_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1760_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1761_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1762_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1763_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1764_length_256_cov_0.811111	1	256	4	256	100	1.61328	30	47.2
NODE_1765_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1766_length_257_cov_0.811111	1	257	3	257	100	1.33852	30	42.3
NODE_1767_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1768_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1769_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1770_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1771_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1772_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1773_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1774_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1775_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1776_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1777_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1778_length_257_cov_0.811111	1	257	2	257	100	1.16732	30	60
NODE_1779_length_257_cov_0.761111	1	257	2	257	100	1.15564	30	60
NODE_1780_length_257_cov_0.738889	1	257	2	257	100	1.16732	30	60
NODE_1781_length_257_cov_0.716667	1	257	2	257	100	1.16732	30	60
NODE_1782_length_257_cov_0.711111	1	257	2	257	100	1.16732	30	60
NODE_1783_length_257_cov_0.694444	1	257	2	257	100	1.16732	30	60
NODE_1784_length_256_cov_2.446927	1	256	6	256	100	3.51562	30	60
NODE_1785_length_256_cov_2.446927	1	256	6	256	100	3.51562	30	60
NODE_1786_length_256_cov_2.446927	1	256	6	256	100	3.51562	30	60
NODE_1787_length_256_cov_2.446927	1	256	6	256	100	3.51562	30	60
NODE_1788_length_256_cov_1.631285	1	256	4	256	100	2.34375	30	60
NODE_1789_length_256_cov_1.631285	1	256	4	256	100	2.34375	30	60
NODE_1790_length_256_cov_1.631285	1	256	4	256	100	2.34375	30	60
NODE_1791_length_256_cov_1.631285	1	256	4	256	100	2.34375	30	60
NODE_1792_length_256_cov_1.631285	1	256	4	256	100	2.34375	30	60
NODE_1793_length_256_cov_1.631285	1	256	4	256	100	2.34375	30	60
NODE_1794_length_256_cov_1.094972	1	256	3	256	100	1.75781	30	60
NODE_1795_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1796_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1797_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1798_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1799_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1800_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1801_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1802_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1803_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1804_length_256_cov_0.815642	1	256	4	256	100	1.49219	30	31
NODE_1805_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1806_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1807_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1808_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1809_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1810_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1811_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1812_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1813_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1814_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1815_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1816_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1817_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1818_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1819_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1820_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1821_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1822_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1823_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1824_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1825_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1826_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1827_length_256_cov_0.815642	1	256	8	256	100	2.73047	30	31.2
NODE_1828_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1829_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1830_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1831_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1832_length_256_cov_0.815642	1	256	7	256	100	2.01562	30	20.9
NODE_1833_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1834_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1835_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1836_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1837_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1838_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1839_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1840_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1841_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1842_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1843_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1844_length_256_cov_0.815642	1	256	2	256	100	1.17188	30	60
NODE_1845_length_256_cov_0.804469	1	256	2	256	100	1.17188	30	60
NODE_1846_length_256_cov_0.793296	1	256	2	256	100	1.17188	30	60
NODE_1847_length_256_cov_0.715084	1	256	2	256	100	1.17188	30	60
NODE_1848_length_256_cov_0.698324	1	256	2	256	100	1.17188	30	60
NODE_1849_length_255_cov_2.460674	1	255	6	255	100	3.52941	30	60
NODE_1850_length_255_cov_2.460674	1	255	6	255	100	3.52941	30	60
NODE_1851_length_255_cov_2.460674	1	255	6	255	100	3.52941	30	60
NODE_1852_length_255_cov_2.460674	1	255	6	255	100	3.52941	30	60
NODE_1853_length_255_cov_2.337079	1	255	35	255	100	10.702	30	11.8
NODE_1854_length_255_cov_2.050562	1	255	5	255	100	2.94118	30	60
NODE_1855_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1856_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1857_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1858_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1859_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1860_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1861_length_255_cov_1.640449	1	255	4	255	100	2.35294	30	60
NODE_1862_length_255_cov_1.438202	1	255	6	255	100	2.81569	30	59.5
NODE_1863_length_255_cov_1.421348	1	255	21	255	100	8.01961	30	18.1
NODE_1864_length_255_cov_1.269663	1	255	4	255	100	2.35294	30	60
NODE_1865_length_255_cov_1.230337	1	255	4	255	100	2.35294	30	60
NODE_1866_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1867_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1868_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1869_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1870_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1871_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1872_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1873_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1874_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1875_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1876_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1877_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1878_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1879_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1880_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1881_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1882_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1883_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1884_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1885_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1886_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1887_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1888_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1889_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1890_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1891_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1892_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1893_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1894_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1895_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1896_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1897_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1898_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1899_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1900_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
NODE_1901_length_255_cov_0.820225	1	255	2	255	100	1.17647	30	60
